from_station_name,to_station_name,month,year,sum_values_pass
חדרה מערב,"נתב""ג",11,2025,4933
תל אביב ההגנה,"רשל""צ משה דיין",11,2025,2024
נתניה,קרית מלאכי,11,2025,285
יבנה מערב,בת ים קוממיות,11,2025,1390
רעננה דרום,השלום,11,2025,2415
"רשל""צ משה דיין",קרית אריה,11,2025,1716
קרית חיים,בני ברק,11,2025,36
חיפה מרכז,מרכזית המפרץ/קו החוף,11,2025,1092
שדרות,דימונה,11,2025,5
נתניה קריית ספיר,תל אביב ההגנה,11,2025,2175
בני ברק,קרית אריה,11,2025,756
קרית גת,השלום,11,2025,12145
רעננה דרום,אשקלון,11,2025,474
באר שבע צפון,בני ברק,11,2025,259
תל אביב מרכז,כפר חבד,11,2025,4826
רעננה דרום,ראש העין צפון,11,2025,545
קיסריה פרדס חנה,תל אביב ההגנה,11,2025,3387
להבים רהט,רעננה דרום,11,2025,42
קרית חיים,רמלה,11,2025,71
רעננה מערב,הרצליה,11,2025,560
עכו,הרצליה,11,2025,1379
ראשונים,רמלה,11,2025,25
דימונה,ירושלים/יצחק נבון,11,2025,27
יבנה מערב,בית יהושע,11,2025,328
תל אביב ההגנה,חוף הכרמל,11,2025,7404
פאתי מודיעין,כרמיאל,11,2025,93
הרצליה,עתלית,11,2025,762
באר שבע צפון,"נתב""ג",11,2025,1428
בנימינה,כפר חבד,11,2025,327
עפולה,לוד גני אביב,11,2025,9
רעננה מערב,יבנה מזרח,11,2025,10
אחיהוד,מזכרת בתיה,11,2025,1
"נתב""ג",תל אביב ההגנה,11,2025,12911
"רשל""צ משה דיין",מרכזית המפרץ/קו החוף,11,2025,838
כפר סבא,באר שבע צפון,11,2025,503
רחובות,סגולה,11,2025,195
רחובות,בית שמש,11,2025,611
בת ים יוספטל,באר שבע מרכז,11,2025,1216
נהריה,כרמיאל,11,2025,558
בית שאן,נתיבות,11,2025,51
עפולה,בנימינה,11,2025,253
כפר ברוך,חוצות מפרץ,11,2025,32
בית יהושע,הוד השרון,11,2025,60
באר שבע צפון,נתניה קריית ספיר,11,2025,403
נתניה קריית ספיר,ראש העין צפון,11,2025,201
חוצות מפרץ,קיסריה פרדס חנה,11,2025,138
פאתי מודיעין,חדרה מערב,11,2025,216
פאתי מודיעין,נתניה קריית ספיר,11,2025,210
כרמיאל,באר שבע צפון,11,2025,906
כפר חבד,לוד גני אביב,11,2025,30
בת גלים,תל אביב מרכז,11,2025,9131
באר יעקב,באר שבע מרכז,11,2025,431
כרמיאל,צומת חולון,11,2025,45
הוד השרון,אופקים,11,2025,235
בית שאן,תא אוניברסיטה,11,2025,912
לוד גני אביב,קרית אריה,11,2025,36
יבנה מערב,בית שמש,11,2025,85
צומת חולון,מזכרת בתיה,11,2025,21
באר שבע מרכז,בת ים יוספטל,11,2025,1280
קרית מוצקין,קרית חיים,11,2025,73
להבים רהט,ירושלים/יצחק נבון,11,2025,432
נתניה קריית ספיר,כפר סבא,11,2025,218
מודיעין מרכז,בת גלים,11,2025,929
יבנה מערב,מרכזית המפרץ/קו החוף,11,2025,636
ירושלים/יצחק נבון,כפר ברוך,11,2025,268
מזכרת בתיה,הרצליה,11,2025,942
אחיהוד,בת ים יוספטל,11,2025,4
נתניה,באר יעקב,11,2025,869
באר שבע צפון,חדרה מערב,11,2025,1271
חוצות מפרץ,קרית מלאכי,11,2025,38
כרמיאל,כפר ברוך,11,2025,27
כרמיאל,קרית גת,11,2025,396
אשקלון,רמלה,11,2025,236
מרכזית המפרץ/קו החוף,מודיעין מרכז,11,2025,1560
קרית מלאכי,תא אוניברסיטה,11,2025,1302
סגולה,אשדוד עד הלום,11,2025,687
עתלית,"רשל""צ משה דיין",11,2025,165
חדרה מערב,חולון וולפסון,11,2025,277
נהריה,חדרה מערב,11,2025,973
ראש העין צפון,מזכרת בתיה,11,2025,98
שדרות,תל אביב מרכז,11,2025,3422
בנימינה,בית שאן,11,2025,325
תא אוניברסיטה,חיפה מרכז,11,2025,3413
"נתב""ג",אשקלון,11,2025,2428
השלום,חוצות מפרץ,11,2025,3034
הוד השרון,נהריה,11,2025,330
אשדוד עד הלום,הרצליה,11,2025,2858
באר יעקב,נתניה,11,2025,1032
לוד,אחיהוד,11,2025,110
תא אוניברסיטה,קרית גת,11,2025,2752
תל אביב ההגנה,פאתי מודיעין,11,2025,2752
בנימינה,נתיבות,11,2025,199
לוד,באר שבע מרכז,11,2025,6292
בת ים קוממיות,באר יעקב,11,2025,20
נתיבות,ירושלים/יצחק נבון,11,2025,518
אופקים,לוד גני אביב,11,2025,17
כפר חבד,חוף הכרמל,11,2025,283
קרית מוצקין,"רשל""צ משה דיין",11,2025,794
עתלית,צומת חולון,11,2025,14
נתיבות,כפר חבד,11,2025,100
בית שאן,בת ים קוממיות,11,2025,36
קרית אריה,חולון וולפסון,11,2025,295
באר יעקב,להבים רהט,11,2025,26
שדרות,תל אביב ההגנה,11,2025,2432
בת ים יוספטל,נתיבות,11,2025,481
רחובות,בת ים קוממיות,11,2025,85
תא אוניברסיטה,יבנה מערב,11,2025,5407
ירושלים/יצחק נבון,שדרות,11,2025,1027
"נתב""ג",קיסריה פרדס חנה,11,2025,722
תל אביב ההגנה,לוד גני אביב,11,2025,2659
כפר סבא,נהריה,11,2025,380
פאתי מודיעין,עתלית,11,2025,144
ראשונים,כפר סבא,11,2025,31
ירושלים/יצחק נבון,"רשל""צ משה דיין",11,2025,2587
קרית מלאכי,ראש העין צפון,11,2025,69
פאתי מודיעין,"נתב""ג",11,2025,1844
ירושלים/יצחק נבון,נהריה,11,2025,4974
כרמיאל,חוצות מפרץ,11,2025,2716
לוד,פאתי מודיעין,11,2025,47
חוצות מפרץ,הרצליה,11,2025,290
ראשונים,תא אוניברסיטה,11,2025,508
אשקלון,בת ים יוספטל,11,2025,3635
פאתי מודיעין,קרית מוצקין,11,2025,214
שדרות,רמלה,11,2025,85
לוד גני אביב,שדרות,11,2025,17
לוד גני אביב,בת גלים,11,2025,42
בת גלים,תא אוניברסיטה,11,2025,4792
קרית גת,רמלה,11,2025,1411
"רשל""צ משה דיין",כפר יהושע,11,2025,46
קרית גת,חוצות מפרץ,11,2025,52
סגולה,ירושלים/יצחק נבון,11,2025,436
צומת חולון,בת ים קוממיות,11,2025,72
שדרות,רעננה דרום,11,2025,175
כרמיאל,כפר חבד,11,2025,257
אופקים,יבנה מערב,11,2025,950
באר שבע צפון,הרצליה,11,2025,3857
עתלית,כפר יהושע,11,2025,208
חוף הכרמל,בני ברק,11,2025,451
תל אביב ההגנה,צומת חולון,11,2025,93
קיסריה פרדס חנה,ירושלים/יצחק נבון,11,2025,2280
חוף הכרמל,אשקלון,11,2025,1113
שדרות,ירושלים/יצחק נבון,11,2025,747
קרית גת,קרית מוצקין,11,2025,315
נתיבות,בת ים קוממיות,11,2025,221
אשקלון,קרית מוצקין,11,2025,645
כרמיאל,חיפה מרכז,11,2025,8134
"נתב""ג",בית שאן,11,2025,579
באר שבע צפון,בת ים קוממיות,11,2025,212
בת גלים,בית שמש,11,2025,156
צומת חולון,הרצליה,11,2025,302
אופקים,דימונה,11,2025,1
באר שבע מרכז,ראש העין צפון,11,2025,1309
קיסריה פרדס חנה,פאתי מודיעין,11,2025,115
אשדוד עד הלום,רחובות,11,2025,9819
אשקלון,פאתי מודיעין,11,2025,137
בנימינה,ראש העין צפון,11,2025,598
לוד,קרית אריה,11,2025,210
רמלה,עכו,11,2025,380
אשדוד עד הלום,חוצות מפרץ,11,2025,147
בת ים קוממיות,אופקים,11,2025,209
נתיבות,להבים רהט,11,2025,2
שדרות,בת ים יוספטל,11,2025,530
קרית גת,כפר חבד,11,2025,546
להבים רהט,כפר ברוך,11,2025,7
בית יהושע,רמלה,11,2025,257
קרית אריה,יבנה מערב,11,2025,1270
דימונה,הרצליה,11,2025,27
כפר יהושע,באר יעקב,11,2025,13
תל אביב ההגנה,הוד השרון,11,2025,1572
באר שבע צפון,אחיהוד,11,2025,180
השלום,קרית גת,11,2025,12452
באר שבע מרכז,לוד,11,2025,6437
בית שאן,אחיהוד,11,2025,12
פאתי מודיעין,בת ים קוממיות,11,2025,15
אשקלון,רעננה מערב,11,2025,526
תל אביב מרכז,בני ברק,11,2025,708
קרית חיים,לוד גני אביב,11,2025,5
"נתב""ג",רעננה דרום,11,2025,212
כפר סבא,תא אוניברסיטה,11,2025,4186
אשדוד עד הלום,ירושלים/יצחק נבון,11,2025,1897
כפר ברוך,מזכרת בתיה,11,2025,19
להבים רהט,תא אוניברסיטה,11,2025,1309
בני ברק,עתלית,11,2025,46
כפר חבד,אחיהוד,11,2025,3
בית יהושע,"נתב""ג",11,2025,2725
בית שמש,הרצליה,11,2025,1423
כפר ברוך,אחיהוד,11,2025,1
נתניה קריית ספיר,בית יהושע,11,2025,166
באר יעקב,כפר יהושע,11,2025,13
השלום,אשקלון,11,2025,24393
לוד גני אביב,"רשל""צ משה דיין",11,2025,227
סגולה,קרית מוצקין,11,2025,160
בת ים יוספטל,עכו,11,2025,247
כפר יהושע,"רשל""צ משה דיין",11,2025,87
להבים רהט,חולון וולפסון,11,2025,56
בת גלים,בת ים יוספטל,11,2025,332
ירושלים/יצחק נבון,באר שבע צפון,11,2025,1069
בנימינה,קרית חיים,11,2025,339
אשדוד עד הלום,בת ים יוספטל,11,2025,4486
רעננה דרום,יבנה מזרח,11,2025,2
נתניה,מרכזית המפרץ/קו החוף,11,2025,1935
תל אביב מרכז,השלום,11,2025,5697
קרית חיים,רחובות,11,2025,99
בית שאן,"נתב""ג",11,2025,651
תל אביב ההגנה,קיסריה פרדס חנה,11,2025,3205
להבים רהט,קרית חיים,11,2025,13
בית שמש,הוד השרון,11,2025,63
הרצליה,כרמיאל,11,2025,2086
בית שמש,בת ים קוממיות,11,2025,33
בת גלים,כפר סבא,11,2025,336
מזכרת בתיה,קרית גת,11,2025,426
רעננה מערב,נהריה,11,2025,194
חוף הכרמל,מרכזית המפרץ/קו החוף,11,2025,1796
מודיעין מרכז,מזכרת בתיה,11,2025,65
נתניה קריית ספיר,בית שאן,11,2025,75
להבים רהט,קרית גת,11,2025,423
בית שמש,קרית חיים,11,2025,16
"רשל""צ משה דיין",קרית גת,11,2025,275
באר יעקב,מזכרת בתיה,11,2025,12
נתיבות,ראש העין צפון,11,2025,219
בת גלים,בני ברק,11,2025,210
תא אוניברסיטה,ראש העין צפון,11,2025,5049
צומת חולון,ירושלים/יצחק נבון,11,2025,307
קיסריה פרדס חנה,נתניה קריית ספיר,11,2025,3755
כפר סבא,קרית גת,11,2025,180
בית יהושע,צומת חולון,11,2025,128
קרית אריה,בת ים קוממיות,11,2025,398
באר שבע צפון,קרית מלאכי,11,2025,1621
מזכרת בתיה,כפר חבד,11,2025,23
"רשל""צ משה דיין",להבים רהט,11,2025,102
חוף הכרמל,ראשונים,11,2025,120
כרמיאל,מרכזית המפרץ/קו החוף,11,2025,16443
מרכזית המפרץ/קו החוף,תל אביב ההגנה,11,2025,4026
"נתב""ג",מודיעין מרכז,11,2025,5630
להבים רהט,מרכזית המפרץ/קו החוף,11,2025,408
בת ים קוממיות,אשקלון,11,2025,1752
בני ברק,אחיהוד,11,2025,12
אחיהוד,חיפה מרכז,11,2025,1769
קרית מלאכי,הוד השרון,11,2025,63
דימונה,ראש העין צפון,11,2025,7
מודיעין מרכז,רחובות,11,2025,278
נתניה קריית ספיר,קרית גת,11,2025,149
קיסריה פרדס חנה,בני ברק,11,2025,278
קיסריה פרדס חנה,מודיעין מרכז,11,2025,256
אשדוד עד הלום,אשקלון,11,2025,16653
צומת חולון,רמלה,11,2025,9
כפר חבד,באר יעקב,11,2025,142
שדרות,בני ברק,11,2025,328
"רשל""צ משה דיין",בת גלים,11,2025,512
קרית מוצקין,ראשונים,11,2025,101
אחיהוד,ראשונים,11,2025,11
בנימינה,בת ים קוממיות,11,2025,286
לוד,דימונה,11,2025,31
השלום,עכו,11,2025,5061
חוף הכרמל,תא אוניברסיטה,11,2025,15013
ראש העין צפון,כפר סבא,11,2025,916
כפר יהושע,כפר ברוך,11,2025,71
נהריה,עתלית,11,2025,418
מזכרת בתיה,בית שאן,11,2025,52
רמלה,הרצליה,11,2025,916
צומת חולון,יבנה מערב,11,2025,261
חיפה מרכז,בני ברק,11,2025,133
בת ים יוספטל,קרית חיים,11,2025,44
הרצליה,חולון וולפסון,11,2025,443
כפר סבא,תל אביב מרכז,11,2025,7644
מרכזית המפרץ/קו החוף,חוף הכרמל,11,2025,1720
עפולה,דימונה,11,2025,3
צומת חולון,לוד,11,2025,49
ירושלים/יצחק נבון,בנימינה,11,2025,8910
קרית מוצקין,יבנה מערב,11,2025,380
אחיהוד,יבנה מערב,11,2025,19
שדרות,אשדוד עד הלום,11,2025,3470
קיסריה פרדס חנה,בת ים קוממיות,11,2025,87
בית שאן,כפר חבד,11,2025,16
אופקים,פאתי מודיעין,11,2025,37
באר שבע מרכז,קרית גת,11,2025,6100
בת ים יוספטל,אשדוד עד הלום,11,2025,4715
קרית אריה,עתלית,11,2025,155
ראש העין צפון,רעננה דרום,11,2025,513
יבנה מערב,השלום,11,2025,16149
רעננה דרום,קרית מוצקין,11,2025,152
בני ברק,השלום,11,2025,1311
אשדוד עד הלום,נתניה קריית ספיר,11,2025,1065
חדרה מערב,כפר חבד,11,2025,414
כפר חבד,השלום,11,2025,5896
בני ברק,קרית מלאכי,11,2025,21
בת ים קוממיות,מודיעין מרכז,11,2025,75
יבנה מזרח,נתניה,11,2025,522
באר שבע צפון,בת ים יוספטל,11,2025,430
חיפה מרכז,חוצות מפרץ,11,2025,554
סגולה,מזכרת בתיה,11,2025,25
כפר ברוך,בת ים קוממיות,11,2025,7
רעננה דרום,כפר חבד,11,2025,168
כרמיאל,אחיהוד,11,2025,177
נתניה,אשדוד עד הלום,11,2025,2666
קרית חיים,תא אוניברסיטה,11,2025,790
תא אוניברסיטה,חוף הכרמל,11,2025,14975
בת גלים,לוד גני אביב,11,2025,38
קרית גת,חוף הכרמל,11,2025,711
צומת חולון,ראשונים,11,2025,1
חוצות מפרץ,להבים רהט,11,2025,17
ירושלים/יצחק נבון,קיסריה פרדס חנה,11,2025,2257
עתלית,קרית מלאכי,11,2025,72
נהריה,נתניה,11,2025,1676
תל אביב ההגנה,אחיהוד,11,2025,246
בית שאן,קרית מוצקין,11,2025,359
בת ים יוספטל,חולון וולפסון,11,2025,266
דימונה,תל אביב ההגנה,11,2025,133
באר שבע מרכז,יבנה מערב,11,2025,868
לוד,לוד גני אביב,11,2025,419
כפר ברוך,בת ים יוספטל,11,2025,20
הרצליה,בית יהושע,11,2025,3646
ראש העין צפון,מודיעין מרכז,11,2025,139
נתניה,חדרה מערב,11,2025,3106
הרצליה,רמלה,11,2025,834
יבנה מזרח,בית שאן,11,2025,19
רחובות,עפולה,11,2025,166
חולון וולפסון,קרית חיים,11,2025,38
